Config Num, Utility
1,-3,
2,-3,
3,-8,
4,-1,
5,-1,
6,-3,
7,-4,
8,-1,
9,-2,
10,-7,
11,-2,
12,-9,
13,-10,
14,-1,
15,-8,
16,-8,
17,-6,
18,-3,
19,-7,
20,-1,
21,-5,
22,-1,
23,-5,
24,-5,
25,-1,
26,-1,
27,-8,
28,-4,
29,-9,
30,-8,
31,-2,
32,-8,
33,-3,
34,-9,
35,-6,
36,-2,
37,-6,
38,-10,
39,-1,
40,-2,
41,-8,
42,-7,
43,-8,
44,-3,
45,-8,
46,-7,
47,-4,
48,-7,
49,-8,
50,-10,
51,-7,
52,-5,
53,-2,
54,-2,
55,-10,
56,-6,
57,-9,
58,-8,
59,-5,
60,-4,
61,-8,
62,-10,
63,-8,
64,-7,
65,-8,
66,-2,
67,-6,
68,-1,
69,-9,
70,-8,
71,-4,
72,-2,
73,-6,
74,-4,
75,-4,
76,-10,
77,-1,
78,-3,
79,-8,
80,-5,
81,-5,
82,-5,
83,-8,
84,-9,
85,-2,
86,-5,
87,-1,
88,-10,
89,-8,
90,-8,
91,-6,
92,-7,
93,-5,
94,-6,
95,-9,
96,-5,
97,-8,
98,-6,
99,-5,
100,-1,
