Observable Num, Coverable Configurations
31,53-55-60-61-65-66-68-69-74-76-77-78-79-80-86-87-88-89-92-96-98-99-,
32,51-52-53-54-55-56-60-61-62-63-65-67-68-72-74-76-78-80-81-82-85-86-88-91-94-95-96-97-99-,
33,53-54-55-60-63-64-65-66-76-77-80-81-82-83-84-87-88-89-91-93-97-98-,
34,52-53-55-56-57-58-59-64-67-69-70-71-75-76-78-79-80-82-85-87-90-91-93-94-98-99-,
35,52-53-55-56-57-58-64-66-68-69-70-73-74-77-80-81-82-83-85-86-87-88-89-90-91-92-98-100-,
36,52-53-55-58-59-60-61-64-65-66-68-69-70-73-74-75-77-79-81-86-88-90-95-96-97-99-,
37,51-52-53-54-55-58-60-62-63-65-66-67-68-69-72-73-75-76-77-79-80-81-83-85-86-87-88-89-90-93-95-97-98-100-,
38,51-52-56-68-69-70-72-73-74-77-78-82-86-87-89-90-91-93-95-97-98-,
39,53-56-57-61-63-66-68-69-70-72-73-76-77-79-82-84-85-86-88-90-91-92-93-94-95-96-,
40,52-54-55-58-59-62-64-69-73-76-77-78-79-82-83-87-89-90-91-92-94-95-96-99-,
41,55-57-58-61-62-65-66-67-69-70-71-74-77-79-82-83-87-89-92-93-94-95-96-97-99-100-,
42,51-52-56-58-63-68-70-71-73-74-75-77-82-83-85-88-89-90-91-96-99-100-,
43,52-54-55-57-59-60-62-63-64-65-67-68-69-71-77-78-79-80-81-84-86-87-91-93-94-96-97-99-,
44,54-58-59-62-64-69-71-73-74-75-76-77-78-80-82-83-86-90-95-,
45,55-58-60-62-63-64-65-67-70-72-74-75-76-78-79-80-85-86-90-91-96-99-100-,
46,56-64-66-68-69-72-74-76-77-78-80-81-82-83-84-93-95-96-98-99-,
47,54-55-56-58-59-60-65-66-68-69-70-73-74-77-80-82-83-85-87-90-92-93-94-96-98-,
48,52-53-54-55-56-62-68-69-72-75-82-85-86-90-91-94-96-97-98-,
49,52-54-55-56-58-59-60-61-62-63-65-66-67-68-69-72-73-74-76-82-84-85-86-88-90-92-94-95-96-97-99-100-,
50,52-53-54-55-57-60-62-63-64-67-68-69-70-71-72-74-77-78-80-81-82-86-88-90-92-93-94-98-99-100-,
51,53-56-59-60-62-63-68-69-70-73-75-76-77-78-82-83-85-87-88-89-90-91-95-97-98-99-,
52,51-52-54-57-63-64-65-67-70-73-74-75-76-78-79-80-81-83-84-85-86-87-89-93-95-99-,
53,51-52-53-54-59-60-61-62-63-68-70-71-73-76-77-79-80-81-82-83-87-89-90-94-95-98-99-,
54,54-59-60-62-64-65-67-70-71-75-77-78-79-81-82-84-86-89-92-94-95-98-100-,
55,51-53-54-55-56-60-63-64-67-68-70-72-73-77-78-85-87-88-89-90-92-94-95-96-100-,
56,52-55-57-61-62-64-69-70-74-76-77-78-79-81-82-83-84-85-86-87-88-89-90-96-100-,
57,52-53-56-57-58-61-62-63-65-66-67-69-70-72-74-75-78-83-84-85-87-89-90-94-97-,
58,51-56-59-61-62-66-68-69-70-71-73-74-76-77-79-80-81-86-90-91-94-95-98-99-,
59,51-57-60-62-63-66-68-69-70-71-72-73-75-76-77-79-80-81-82-84-86-88-91-92-96-97-98-100-,
60,52-53-54-55-57-58-63-65-67-70-71-73-76-81-83-85-86-87-90-92-96-97-98-,
