Config Num, Utility
2601,-10,
2602,-6,
2603,-8,
2604,-1,
2605,-9,
2606,-6,
2607,-9,
2608,-1,
2609,-4,
2610,-1,
2611,-8,
2612,-3,
2613,-3,
2614,-7,
2615,-6,
2616,-7,
2617,-1,
2618,-8,
2619,-9,
2620,-5,
2621,-5,
2622,-5,
2623,-3,
2624,-2,
2625,-4,
2626,-7,
2627,-10,
2628,-8,
2629,-6,
2630,-2,
2631,-4,
2632,-3,
2633,-7,
2634,-9,
2635,-4,
2636,-7,
2637,-8,
2638,-2,
2639,-5,
2640,-6,
2641,-10,
2642,-3,
2643,-8,
2644,-1,
2645,-1,
2646,-4,
2647,-4,
2648,-10,
2649,-7,
2650,-7,
2651,-9,
2652,-6,
2653,-3,
2654,-1,
2655,-6,
2656,-5,
2657,-6,
2658,-6,
2659,-8,
2660,-6,
2661,-8,
2662,-8,
2663,-7,
2664,-10,
2665,-8,
2666,-8,
2667,-3,
2668,-1,
2669,-8,
2670,-6,
2671,-8,
2672,-6,
2673,-2,
2674,-8,
2675,-8,
2676,-7,
2677,-8,
2678,-6,
2679,-4,
2680,-1,
2681,-10,
2682,-10,
2683,-7,
2684,-10,
2685,-6,
2686,-1,
2687,-8,
2688,-5,
2689,-8,
2690,-3,
2691,-8,
2692,-4,
2693,-10,
2694,-5,
2695,-6,
2696,-1,
2697,-6,
2698,-8,
2699,-7,
2700,-9,
