Config Num, Utility
961,-3,
962,-6,
963,-4,
964,-9,
965,-2,
966,-4,
967,-1,
968,-2,
969,-8,
970,-6,
971,-9,
972,-4,
973,-7,
974,-8,
975,-9,
976,-3,
977,-7,
978,-8,
979,-10,
980,-8,
981,-10,
982,-8,
983,-6,
984,-3,
985,-6,
986,-8,
987,-1,
988,-3,
989,-8,
990,-2,
991,-1,
992,-8,
993,-3,
994,-5,
995,-8,
996,-8,
997,-7,
998,-2,
999,-2,
1000,-10,
1001,-7,
1002,-9,
1003,-10,
1004,-8,
1005,-6,
1006,-2,
1007,-5,
1008,-1,
1009,-5,
1010,-5,
1011,-10,
1012,-4,
1013,-1,
1014,-4,
1015,-9,
1016,-9,
1017,-8,
1018,-4,
1019,-8,
1020,-10,
1021,-4,
1022,-8,
1023,-3,
1024,-10,
1025,-8,
1026,-7,
1027,-6,
1028,-4,
1029,-8,
1030,-1,
1031,-1,
1032,-4,
1033,-7,
1034,-10,
1035,-1,
1036,-5,
1037,-4,
1038,-7,
1039,-3,
1040,-2,
