Config Num, Utility
1,-5,
2,-10,
3,-6,
4,-8,
5,-10,
6,-10,
7,-6,
8,-8,
9,-7,
10,-4,
11,-7,
12,-9,
13,-6,
14,-7,
15,-9,
16,-4,
17,-5,
18,-6,
19,-7,
20,-2,
21,-6,
22,-7,
23,-4,
24,-8,
25,-2,
26,-4,
27,-9,
28,-9,
29,-1,
30,-5,
31,-9,
32,-7,
33,-4,
34,-5,
35,-3,
36,-1,
37,-8,
38,-8,
39,-9,
40,-9,
41,-9,
42,-1,
43,-3,
44,-3,
45,-9,
46,-2,
47,-4,
48,-7,
49,-7,
50,-3,
51,-3,
52,-8,
53,-3,
54,-9,
55,-9,
56,-2,
57,-10,
58,-2,
59,-9,
60,-6,
61,-4,
62,-6,
63,-2,
64,-3,
65,-2,
66,-9,
67,-6,
68,-6,
69,-3,
70,-7,
71,-6,
72,-8,
73,-6,
74,-5,
75,-2,
76,-9,
77,-4,
78,-4,
79,-9,
80,-2,
81,-4,
82,-6,
83,-5,
84,-3,
85,-9,
86,-7,
87,-8,
88,-4,
89,-4,
90,-4,
91,-8,
92,-3,
93,-4,
94,-9,
95,-4,
96,-1,
97,-4,
98,-1,
99,-6,
100,-5,
