Config Num, Utility
1051,-5,
1052,-2,
1053,-3,
1054,-1,
1055,-1,
1056,-2,
1057,-10,
1058,-10,
1059,-9,
1060,-4,
1061,-5,
1062,-4,
1063,-4,
1064,-9,
1065,-7,
1066,-5,
1067,-7,
1068,-10,
1069,-5,
1070,-4,
1071,-2,
1072,-4,
1073,-1,
1074,-4,
1075,-6,
1076,-4,
1077,-1,
1078,-4,
1079,-6,
1080,-5,
1081,-8,
1082,-6,
1083,-6,
1084,-4,
1085,-3,
1086,-4,
1087,-7,
1088,-8,
1089,-8,
1090,-3,
1091,-6,
1092,-10,
1093,-9,
1094,-7,
1095,-2,
1096,-10,
1097,-8,
1098,-5,
1099,-3,
1100,-3,
1101,-1,
1102,-1,
1103,-6,
1104,-4,
1105,-4,
1106,-2,
1107,-1,
1108,-9,
1109,-5,
1110,-10,
1111,-7,
1112,-9,
1113,-5,
1114,-2,
1115,-3,
1116,-9,
1117,-7,
1118,-3,
1119,-2,
1120,-8,
