Config Num, Utility
2401,-2,
2402,-9,
2403,-9,
2404,-10,
2405,-5,
2406,-5,
2407,-7,
2408,-7,
2409,-8,
2410,-8,
2411,-10,
2412,-3,
2413,-1,
2414,-3,
2415,-10,
2416,-10,
2417,-9,
2418,-6,
2419,-5,
2420,-1,
2421,-1,
2422,-5,
2423,-7,
2424,-6,
2425,-4,
2426,-8,
2427,-5,
2428,-3,
2429,-6,
2430,-6,
2431,-5,
2432,-8,
2433,-2,
2434,-3,
2435,-9,
2436,-5,
2437,-3,
2438,-4,
2439,-7,
2440,-3,
2441,-9,
2442,-1,
2443,-6,
2444,-1,
2445,-4,
2446,-1,
2447,-2,
2448,-7,
2449,-8,
2450,-2,
2451,-4,
2452,-4,
2453,-2,
2454,-4,
2455,-6,
2456,-7,
2457,-8,
2458,-3,
2459,-8,
2460,-6,
2461,-5,
2462,-4,
2463,-9,
2464,-8,
2465,-1,
2466,-4,
2467,-6,
2468,-7,
2469,-7,
2470,-3,
2471,-6,
2472,-4,
2473,-10,
2474,-8,
2475,-9,
2476,-10,
2477,-4,
2478,-1,
2479,-7,
2480,-2,
2481,-7,
2482,-7,
2483,-10,
2484,-4,
2485,-1,
2486,-10,
2487,-5,
2488,-10,
2489,-6,
2490,-9,
2491,-7,
2492,-10,
2493,-5,
2494,-5,
2495,-5,
2496,-7,
2497,-5,
2498,-8,
2499,-2,
2500,-9,
