Config Num, Utility
1601,-5,
1602,-9,
1603,-5,
1604,-1,
1605,-4,
1606,-10,
1607,-9,
1608,-1,
1609,-8,
1610,-5,
1611,-10,
1612,-9,
1613,-1,
1614,-10,
1615,-10,
1616,-5,
1617,-10,
1618,-7,
1619,-7,
1620,-5,
1621,-3,
1622,-3,
1623,-1,
1624,-10,
1625,-8,
1626,-6,
1627,-4,
1628,-4,
1629,-7,
1630,-10,
1631,-10,
1632,-5,
1633,-3,
1634,-7,
1635,-5,
1636,-9,
1637,-5,
1638,-6,
1639,-2,
1640,-7,
1641,-4,
1642,-4,
1643,-3,
1644,-9,
1645,-4,
1646,-3,
1647,-6,
1648,-5,
1649,-10,
1650,-10,
1651,-10,
1652,-5,
1653,-5,
1654,-9,
1655,-2,
1656,-3,
1657,-6,
1658,-7,
1659,-8,
1660,-7,
1661,-3,
1662,-5,
1663,-7,
1664,-8,
1665,-8,
1666,-1,
1667,-3,
1668,-8,
1669,-10,
1670,-9,
1671,-4,
1672,-10,
1673,-4,
1674,-7,
1675,-1,
1676,-5,
1677,-4,
1678,-10,
1679,-5,
1680,-3,
1681,-3,
1682,-2,
1683,-7,
1684,-1,
1685,-9,
1686,-8,
1687,-4,
1688,-5,
1689,-1,
1690,-10,
1691,-5,
1692,-10,
1693,-3,
1694,-7,
1695,-8,
1696,-6,
1697,-9,
1698,-3,
1699,-6,
1700,-9,
