Config Num, Utility
1281,-10,
1282,-10,
1283,-2,
1284,-5,
1285,-1,
1286,-10,
1287,-1,
1288,-6,
1289,-4,
1290,-3,
1291,-10,
1292,-9,
1293,-5,
1294,-10,
1295,-8,
1296,-3,
1297,-9,
1298,-6,
1299,-4,
1300,-2,
1301,-6,
1302,-2,
1303,-10,
1304,-5,
1305,-2,
1306,-7,
1307,-7,
1308,-1,
1309,-4,
1310,-6,
1311,-7,
1312,-2,
1313,-3,
1314,-5,
1315,-9,
1316,-3,
1317,-7,
1318,-2,
1319,-5,
1320,-3,
1321,-9,
1322,-4,
1323,-5,
1324,-4,
1325,-6,
1326,-4,
1327,-3,
1328,-6,
1329,-3,
1330,-7,
1331,-1,
1332,-1,
1333,-8,
1334,-1,
1335,-7,
1336,-3,
1337,-9,
1338,-6,
1339,-9,
1340,-5,
1341,-9,
1342,-9,
1343,-4,
1344,-2,
1345,-3,
1346,-2,
1347,-4,
1348,-6,
1349,-1,
1350,-2,
1351,-9,
1352,-7,
1353,-3,
1354,-3,
1355,-3,
1356,-9,
1357,-8,
1358,-4,
1359,-8,
1360,-10,
