Config Num, Utility
1701,-6,
1702,-4,
1703,-4,
1704,-6,
1705,-9,
1706,-4,
1707,-1,
1708,-10,
1709,-8,
1710,-2,
1711,-8,
1712,-4,
1713,-5,
1714,-9,
1715,-9,
1716,-3,
1717,-1,
1718,-3,
1719,-9,
1720,-6,
1721,-1,
1722,-8,
1723,-3,
1724,-7,
1725,-1,
1726,-7,
1727,-10,
1728,-3,
1729,-2,
1730,-2,
1731,-4,
1732,-5,
1733,-6,
1734,-4,
1735,-10,
1736,-5,
1737,-10,
1738,-6,
1739,-7,
1740,-4,
1741,-3,
1742,-4,
1743,-1,
1744,-4,
1745,-1,
1746,-4,
1747,-10,
1748,-4,
1749,-4,
1750,-1,
1751,-4,
1752,-8,
1753,-9,
1754,-7,
1755,-3,
1756,-7,
1757,-2,
1758,-6,
1759,-7,
1760,-4,
1761,-1,
1762,-8,
1763,-4,
1764,-10,
1765,-3,
1766,-8,
1767,-2,
1768,-10,
1769,-7,
1770,-10,
1771,-6,
1772,-9,
1773,-1,
1774,-6,
1775,-10,
1776,-8,
1777,-3,
1778,-10,
1779,-5,
1780,-7,
1781,-6,
1782,-3,
1783,-3,
1784,-1,
1785,-10,
1786,-9,
1787,-7,
1788,-6,
1789,-8,
1790,-1,
1791,-8,
1792,-8,
1793,-10,
1794,-8,
1795,-10,
1796,-8,
1797,-1,
1798,-4,
1799,-7,
1800,-6,
