Config Num, Utility
1521,-8,
1522,-8,
1523,-3,
1524,-2,
1525,-6,
1526,-2,
1527,-7,
1528,-4,
1529,-4,
1530,-10,
1531,-8,
1532,-1,
1533,-3,
1534,-5,
1535,-3,
1536,-4,
1537,-2,
1538,-10,
1539,-5,
1540,-6,
1541,-8,
1542,-3,
1543,-1,
1544,-6,
1545,-2,
1546,-8,
1547,-7,
1548,-1,
1549,-7,
1550,-8,
1551,-7,
1552,-3,
1553,-10,
1554,-10,
1555,-2,
1556,-3,
1557,-3,
1558,-6,
1559,-6,
1560,-2,
1561,-5,
1562,-5,
1563,-2,
1564,-2,
1565,-4,
1566,-3,
1567,-5,
1568,-8,
1569,-7,
1570,-10,
1571,-7,
1572,-9,
1573,-7,
1574,-9,
1575,-6,
1576,-2,
1577,-2,
1578,-9,
1579,-3,
1580,-3,
1581,-9,
1582,-2,
1583,-7,
1584,-5,
1585,-3,
1586,-3,
1587,-4,
1588,-6,
1589,-7,
1590,-3,
1591,-10,
1592,-7,
1593,-6,
1594,-9,
1595,-7,
1596,-6,
1597,-10,
1598,-1,
1599,-3,
1600,-4,
