Config Num, Utility
1611,-10,
1612,-5,
1613,-6,
1614,-5,
1615,-6,
1616,-7,
1617,-6,
1618,-7,
1619,-7,
1620,-4,
1621,-4,
1622,-1,
1623,-7,
1624,-4,
1625,-6,
1626,-2,
1627,-7,
1628,-7,
1629,-4,
1630,-4,
1631,-2,
1632,-8,
1633,-8,
1634,-5,
1635,-2,
1636,-10,
1637,-9,
1638,-2,
1639,-4,
1640,-6,
1641,-5,
1642,-3,
1643,-10,
1644,-8,
1645,-7,
1646,-2,
1647,-6,
1648,-6,
1649,-1,
1650,-3,
1651,-2,
1652,-6,
1653,-2,
1654,-1,
1655,-6,
1656,-3,
1657,-3,
1658,-7,
1659,-6,
1660,-6,
1661,-1,
1662,-1,
1663,-2,
1664,-1,
1665,-8,
1666,-5,
1667,-6,
1668,-9,
1669,-6,
1670,-4,
1671,-4,
1672,-3,
1673,-1,
1674,-2,
1675,-4,
1676,-10,
1677,-10,
1678,-4,
1679,-4,
1680,-4,
