Config Num, Utility
1981,-6,
1982,-4,
1983,-1,
1984,-1,
1985,-1,
1986,-10,
1987,-6,
1988,-10,
1989,-2,
1990,-8,
1991,-2,
1992,-8,
1993,-1,
1994,-5,
1995,-6,
1996,-1,
1997,-8,
1998,-10,
1999,-10,
2000,-6,
2001,-5,
2002,-6,
2003,-4,
2004,-7,
2005,-9,
2006,-5,
2007,-10,
2008,-1,
2009,-5,
2010,-8,
2011,-8,
2012,-6,
2013,-5,
2014,-10,
2015,-8,
2016,-4,
2017,-10,
2018,-8,
2019,-1,
2020,-8,
2021,-4,
2022,-4,
2023,-4,
2024,-6,
2025,-1,
2026,-9,
2027,-3,
2028,-1,
2029,-7,
2030,-9,
2031,-2,
2032,-4,
2033,-3,
2034,-10,
2035,-3,
2036,-1,
2037,-8,
2038,-4,
2039,-2,
2040,-9,
2041,-8,
2042,-8,
2043,-4,
2044,-5,
2045,-6,
2046,-3,
2047,-8,
2048,-6,
2049,-3,
2050,-8,
2051,-6,
2052,-5,
2053,-5,
2054,-8,
2055,-6,
2056,-7,
2057,-1,
2058,-3,
2059,-6,
2060,-6,
2061,-7,
2062,-2,
2063,-9,
2064,-2,
2065,-2,
2066,-9,
2067,-5,
2068,-3,
2069,-2,
2070,-5,
