Config Num, Utility
1441,-1,
1442,-9,
1443,-3,
1444,-10,
1445,-4,
1446,-9,
1447,-10,
1448,-1,
1449,-7,
1450,-1,
1451,-9,
1452,-6,
1453,-10,
1454,-3,
1455,-5,
1456,-5,
1457,-4,
1458,-7,
1459,-2,
1460,-2,
1461,-3,
1462,-6,
1463,-7,
1464,-6,
1465,-7,
1466,-10,
1467,-6,
1468,-6,
1469,-7,
1470,-3,
1471,-2,
1472,-5,
1473,-7,
1474,-5,
1475,-8,
1476,-3,
1477,-6,
1478,-1,
1479,-7,
1480,-6,
1481,-3,
1482,-6,
1483,-4,
1484,-7,
1485,-9,
1486,-10,
1487,-1,
1488,-1,
1489,-6,
1490,-1,
1491,-2,
1492,-9,
1493,-2,
1494,-1,
1495,-7,
1496,-5,
1497,-10,
1498,-2,
1499,-4,
1500,-5,
