Config Num, Utility
631,-3,
632,-1,
633,-4,
634,-4,
635,-8,
636,-8,
637,-4,
638,-4,
639,-8,
640,-5,
641,-10,
642,-2,
643,-8,
644,-7,
645,-8,
646,-7,
647,-1,
648,-4,
649,-8,
650,-6,
651,-1,
652,-1,
653,-3,
654,-3,
655,-1,
656,-1,
657,-4,
658,-10,
659,-2,
660,-1,
661,-7,
662,-6,
663,-1,
664,-2,
665,-5,
666,-2,
667,-4,
668,-8,
669,-4,
670,-2,
671,-4,
672,-1,
673,-7,
674,-10,
675,-10,
676,-3,
677,-7,
678,-6,
679,-5,
680,-5,
681,-2,
682,-9,
683,-5,
684,-6,
685,-2,
686,-8,
687,-4,
688,-4,
689,-3,
690,-10,
691,-3,
692,-1,
693,-6,
694,-6,
695,-4,
696,-4,
697,-5,
698,-6,
699,-2,
700,-2,
