Config Num, Utility
2031,-10,
2032,-10,
2033,-8,
2034,-8,
2035,-4,
2036,-9,
2037,-4,
2038,-1,
2039,-5,
2040,-6,
2041,-8,
2042,-4,
2043,-1,
2044,-5,
2045,-3,
2046,-2,
2047,-1,
2048,-5,
2049,-5,
2050,-6,
2051,-3,
2052,-3,
2053,-8,
2054,-9,
2055,-1,
2056,-5,
2057,-6,
2058,-4,
2059,-8,
2060,-10,
2061,-1,
2062,-6,
2063,-5,
2064,-8,
2065,-10,
2066,-9,
2067,-4,
2068,-10,
2069,-2,
2070,-1,
2071,-1,
2072,-5,
2073,-6,
2074,-5,
2075,-8,
2076,-1,
2077,-6,
2078,-4,
2079,-3,
2080,-4,
2081,-3,
2082,-2,
2083,-6,
2084,-2,
2085,-4,
2086,-2,
2087,-2,
2088,-5,
2089,-4,
2090,-7,
2091,-10,
2092,-10,
2093,-6,
2094,-6,
2095,-3,
2096,-10,
2097,-3,
2098,-4,
2099,-6,
2100,-3,
