Config Num, Utility
361,-8,
362,-2,
363,-1,
364,-9,
365,-3,
366,-6,
367,-6,
368,-2,
369,-7,
370,-3,
371,-6,
372,-6,
373,-5,
374,-9,
375,-1,
376,-3,
377,-3,
378,-1,
379,-6,
380,-3,
381,-7,
382,-6,
383,-6,
384,-8,
385,-3,
386,-5,
387,-9,
388,-9,
389,-8,
390,-5,
391,-1,
392,-5,
393,-8,
394,-8,
395,-4,
396,-9,
397,-8,
398,-1,
399,-1,
400,-2,
401,-6,
402,-4,
403,-10,
404,-6,
405,-2,
406,-6,
407,-4,
408,-8,
409,-8,
410,-7,
411,-4,
412,-10,
413,-5,
414,-1,
415,-9,
416,-4,
417,-9,
418,-7,
419,-4,
420,-9,
