Config Num, Utility
1401,-1,
1402,-9,
1403,-5,
1404,-6,
1405,-5,
1406,-5,
1407,-5,
1408,-6,
1409,-6,
1410,-2,
1411,-5,
1412,-7,
1413,-8,
1414,-2,
1415,-7,
1416,-3,
1417,-8,
1418,-6,
1419,-2,
1420,-1,
1421,-4,
1422,-7,
1423,-2,
1424,-10,
1425,-9,
1426,-3,
1427,-10,
1428,-6,
1429,-2,
1430,-8,
1431,-6,
1432,-4,
1433,-5,
1434,-7,
1435,-2,
1436,-6,
1437,-2,
1438,-4,
1439,-6,
1440,-5,
1441,-8,
1442,-2,
1443,-9,
1444,-10,
1445,-10,
1446,-3,
1447,-9,
1448,-4,
1449,-4,
1450,-1,
1451,-3,
1452,-2,
1453,-5,
1454,-8,
1455,-1,
1456,-9,
1457,-5,
1458,-10,
1459,-10,
1460,-10,
1461,-10,
1462,-4,
1463,-8,
1464,-3,
1465,-8,
1466,-3,
1467,-7,
1468,-2,
1469,-3,
1470,-1,
