Config Num, Utility
981,-4,
982,-10,
983,-7,
984,-7,
985,-3,
986,-3,
987,-9,
988,-9,
989,-8,
990,-3,
991,-1,
992,-1,
993,-1,
994,-9,
995,-2,
996,-1,
997,-2,
998,-8,
999,-1,
1000,-6,
1001,-2,
1002,-1,
1003,-3,
1004,-10,
1005,-2,
1006,-6,
1007,-9,
1008,-4,
1009,-9,
1010,-7,
1011,-9,
1012,-7,
1013,-5,
1014,-8,
1015,-9,
1016,-4,
1017,-1,
1018,-9,
1019,-7,
1020,-5,
1021,-6,
1022,-4,
1023,-6,
1024,-3,
1025,-5,
1026,-7,
1027,-8,
1028,-5,
1029,-10,
1030,-3,
1031,-5,
1032,-1,
1033,-2,
1034,-5,
1035,-10,
1036,-3,
1037,-3,
1038,-2,
1039,-1,
1040,-2,
1041,-9,
1042,-2,
1043,-7,
1044,-7,
1045,-8,
1046,-4,
1047,-1,
1048,-10,
1049,-3,
1050,-8,
