Config Num, Utility
1821,-4,
1822,-6,
1823,-2,
1824,-3,
1825,-9,
1826,-7,
1827,-7,
1828,-4,
1829,-4,
1830,-6,
1831,-5,
1832,-7,
1833,-6,
1834,-6,
1835,-3,
1836,-4,
1837,-6,
1838,-2,
1839,-9,
1840,-7,
1841,-4,
1842,-7,
1843,-9,
1844,-2,
1845,-4,
1846,-1,
1847,-9,
1848,-4,
1849,-5,
1850,-1,
1851,-4,
1852,-7,
1853,-4,
1854,-4,
1855,-7,
1856,-9,
1857,-2,
1858,-6,
1859,-4,
1860,-2,
1861,-8,
1862,-9,
1863,-7,
1864,-10,
1865,-2,
1866,-9,
1867,-8,
1868,-10,
1869,-9,
1870,-4,
1871,-10,
1872,-4,
1873,-9,
1874,-8,
1875,-7,
1876,-6,
1877,-3,
1878,-7,
1879,-9,
1880,-6,
1881,-4,
1882,-2,
1883,-6,
1884,-6,
1885,-10,
1886,-1,
1887,-4,
1888,-4,
1889,-5,
1890,-5,
