Config Num, Utility
901,-8,
902,-9,
903,-9,
904,-5,
905,-4,
906,-9,
907,-7,
908,-9,
909,-5,
910,-9,
911,-6,
912,-8,
913,-7,
914,-2,
915,-8,
916,-4,
917,-7,
918,-7,
919,-5,
920,-6,
921,-8,
922,-8,
923,-4,
924,-4,
925,-6,
926,-4,
927,-4,
928,-5,
929,-4,
930,-2,
931,-4,
932,-6,
933,-9,
934,-1,
935,-10,
936,-3,
937,-2,
938,-5,
939,-3,
940,-2,
941,-10,
942,-3,
943,-5,
944,-6,
945,-1,
946,-4,
947,-10,
948,-1,
949,-10,
950,-4,
951,-8,
952,-10,
953,-5,
954,-3,
955,-6,
956,-5,
957,-10,
958,-10,
959,-2,
960,-8,
961,-9,
962,-8,
963,-8,
964,-5,
965,-4,
966,-9,
967,-9,
968,-1,
969,-3,
970,-9,
971,-7,
972,-7,
973,-8,
974,-5,
975,-3,
976,-1,
977,-8,
978,-10,
979,-7,
980,-4,
981,-10,
982,-4,
983,-6,
984,-3,
985,-2,
986,-9,
987,-9,
988,-4,
989,-4,
990,-4,
