Config Num, Utility
1,-10,
2,-3,
3,-6,
4,-9,
5,-4,
6,-9,
7,-1,
8,-10,
9,-8,
10,-2,
11,-5,
12,-1,
13,-2,
14,-6,
15,-3,
16,-5,
17,-10,
18,-8,
19,-3,
20,-9,
21,-7,
22,-5,
23,-2,
24,-3,
25,-8,
26,-6,
27,-3,
28,-9,
29,-1,
30,-6,
31,-1,
32,-9,
33,-7,
34,-1,
35,-1,
36,-7,
37,-1,
38,-8,
39,-3,
40,-8,
41,-10,
42,-10,
43,-2,
44,-6,
45,-9,
46,-4,
47,-5,
48,-5,
49,-1,
50,-9,
51,-9,
52,-3,
53,-3,
54,-7,
55,-3,
56,-10,
57,-7,
58,-4,
59,-6,
60,-1,
61,-2,
62,-1,
63,-2,
64,-7,
65,-2,
66,-8,
67,-8,
68,-10,
69,-8,
70,-3,
71,-1,
72,-6,
73,-3,
74,-4,
75,-1,
76,-8,
77,-8,
78,-1,
79,-6,
80,-2,
