Config Num, Utility
2901,-7,
2902,-7,
2903,-4,
2904,-5,
2905,-3,
2906,-7,
2907,-7,
2908,-3,
2909,-1,
2910,-10,
2911,-8,
2912,-6,
2913,-6,
2914,-8,
2915,-7,
2916,-9,
2917,-3,
2918,-6,
2919,-10,
2920,-8,
2921,-5,
2922,-7,
2923,-5,
2924,-10,
2925,-3,
2926,-1,
2927,-3,
2928,-8,
2929,-3,
2930,-8,
2931,-5,
2932,-8,
2933,-5,
2934,-8,
2935,-4,
2936,-9,
2937,-10,
2938,-4,
2939,-3,
2940,-6,
2941,-1,
2942,-1,
2943,-9,
2944,-4,
2945,-8,
2946,-9,
2947,-3,
2948,-3,
2949,-4,
2950,-7,
2951,-5,
2952,-4,
2953,-10,
2954,-1,
2955,-5,
2956,-7,
2957,-1,
2958,-1,
2959,-1,
2960,-2,
2961,-5,
2962,-4,
2963,-1,
2964,-2,
2965,-9,
2966,-8,
2967,-10,
2968,-5,
2969,-3,
2970,-5,
2971,-5,
2972,-7,
2973,-6,
2974,-10,
2975,-8,
2976,-7,
2977,-1,
2978,-7,
2979,-9,
2980,-2,
2981,-7,
2982,-9,
2983,-2,
2984,-10,
2985,-5,
2986,-4,
2987,-1,
2988,-2,
2989,-8,
2990,-6,
2991,-8,
2992,-1,
2993,-6,
2994,-10,
2995,-9,
2996,-5,
2997,-5,
2998,-7,
2999,-1,
3000,-8,
