Config Num, Utility
1801,-8,
1802,-4,
1803,-3,
1804,-2,
1805,-2,
1806,-3,
1807,-1,
1808,-10,
1809,-2,
1810,-6,
1811,-5,
1812,-10,
1813,-5,
1814,-9,
1815,-10,
1816,-1,
1817,-9,
1818,-4,
1819,-6,
1820,-5,
1821,-2,
1822,-8,
1823,-5,
1824,-5,
1825,-10,
1826,-1,
1827,-7,
1828,-8,
1829,-6,
1830,-3,
1831,-10,
1832,-4,
1833,-1,
1834,-6,
1835,-2,
1836,-8,
1837,-7,
1838,-6,
1839,-9,
1840,-1,
1841,-1,
1842,-3,
1843,-6,
1844,-5,
1845,-10,
1846,-5,
1847,-10,
1848,-4,
1849,-5,
1850,-2,
1851,-1,
1852,-4,
1853,-10,
1854,-10,
1855,-2,
1856,-2,
1857,-9,
1858,-9,
1859,-2,
1860,-3,
1861,-6,
1862,-9,
1863,-5,
1864,-2,
1865,-8,
1866,-2,
1867,-3,
1868,-6,
1869,-8,
1870,-5,
1871,-2,
1872,-8,
1873,-10,
1874,-3,
1875,-4,
1876,-3,
1877,-8,
1878,-1,
1879,-1,
1880,-5,
1881,-1,
1882,-9,
1883,-3,
1884,-8,
1885,-4,
1886,-5,
1887,-1,
1888,-4,
1889,-1,
1890,-6,
