Config Num, Utility
1891,-6,
1892,-9,
1893,-6,
1894,-9,
1895,-9,
1896,-2,
1897,-1,
1898,-9,
1899,-3,
1900,-6,
1901,-4,
1902,-5,
1903,-6,
1904,-10,
1905,-2,
1906,-4,
1907,-3,
1908,-6,
1909,-7,
1910,-9,
1911,-2,
1912,-2,
1913,-7,
1914,-2,
1915,-5,
1916,-1,
1917,-4,
1918,-2,
1919,-10,
1920,-1,
1921,-3,
1922,-8,
1923,-4,
1924,-2,
1925,-6,
1926,-10,
1927,-8,
1928,-8,
1929,-1,
1930,-7,
1931,-6,
1932,-7,
1933,-1,
1934,-6,
1935,-1,
1936,-4,
1937,-9,
1938,-1,
1939,-5,
1940,-5,
1941,-2,
1942,-5,
1943,-1,
1944,-1,
1945,-9,
1946,-5,
1947,-9,
1948,-7,
1949,-5,
1950,-5,
1951,-6,
1952,-10,
1953,-1,
1954,-6,
1955,-2,
1956,-9,
1957,-5,
1958,-6,
1959,-4,
1960,-4,
