Config Num, Utility
2001,-9,
2002,-1,
2003,-6,
2004,-9,
2005,-2,
2006,-5,
2007,-9,
2008,-3,
2009,-9,
2010,-2,
2011,-5,
2012,-1,
2013,-8,
2014,-2,
2015,-10,
2016,-2,
2017,-2,
2018,-4,
2019,-5,
2020,-8,
2021,-6,
2022,-4,
2023,-4,
2024,-9,
2025,-2,
2026,-5,
2027,-4,
2028,-6,
2029,-8,
2030,-3,
2031,-4,
2032,-6,
2033,-8,
2034,-7,
2035,-5,
2036,-7,
2037,-2,
2038,-2,
2039,-6,
2040,-3,
2041,-1,
2042,-1,
2043,-3,
2044,-10,
2045,-9,
2046,-2,
2047,-8,
2048,-7,
2049,-8,
2050,-10,
2051,-2,
2052,-10,
2053,-8,
2054,-3,
2055,-2,
2056,-4,
2057,-5,
2058,-4,
2059,-2,
2060,-9,
2061,-3,
2062,-4,
2063,-6,
2064,-6,
2065,-3,
2066,-9,
2067,-8,
2068,-6,
2069,-1,
2070,-3,
2071,-9,
2072,-1,
2073,-3,
2074,-7,
2075,-8,
2076,-10,
2077,-7,
2078,-6,
2079,-5,
2080,-8,
2081,-8,
2082,-7,
2083,-2,
2084,-3,
2085,-8,
2086,-7,
2087,-4,
2088,-1,
2089,-10,
2090,-8,
2091,-6,
2092,-1,
2093,-4,
2094,-6,
2095,-6,
2096,-7,
2097,-5,
2098,-1,
2099,-1,
2100,-3,
