Config Num, Utility
1201,-6,
1202,-4,
1203,-2,
1204,-9,
1205,-9,
1206,-6,
1207,-1,
1208,-9,
1209,-7,
1210,-8,
1211,-4,
1212,-7,
1213,-3,
1214,-4,
1215,-3,
1216,-7,
1217,-10,
1218,-9,
1219,-6,
1220,-2,
1221,-9,
1222,-6,
1223,-1,
1224,-10,
1225,-6,
1226,-7,
1227,-6,
1228,-1,
1229,-7,
1230,-9,
1231,-7,
1232,-3,
1233,-7,
1234,-6,
1235,-5,
1236,-1,
1237,-3,
1238,-7,
1239,-9,
1240,-9,
1241,-9,
1242,-10,
1243,-8,
1244,-8,
1245,-2,
1246,-1,
1247,-4,
1248,-2,
1249,-10,
1250,-5,
1251,-1,
1252,-2,
1253,-10,
1254,-2,
1255,-3,
1256,-10,
1257,-4,
1258,-4,
1259,-5,
1260,-5,
