Config Num, Utility
701,-9,
702,-2,
703,-4,
704,-5,
705,-7,
706,-6,
707,-6,
708,-8,
709,-1,
710,-9,
711,-9,
712,-10,
713,-4,
714,-3,
715,-9,
716,-2,
717,-2,
718,-7,
719,-4,
720,-6,
721,-10,
722,-4,
723,-6,
724,-10,
725,-1,
726,-8,
727,-3,
728,-3,
729,-3,
730,-1,
731,-2,
732,-8,
733,-5,
734,-2,
735,-8,
736,-9,
737,-10,
738,-5,
739,-1,
740,-8,
741,-6,
742,-4,
743,-1,
744,-1,
745,-8,
746,-10,
747,-10,
748,-5,
749,-3,
750,-10,
751,-4,
752,-7,
753,-3,
754,-10,
755,-9,
756,-5,
757,-3,
758,-4,
759,-5,
760,-9,
761,-2,
762,-10,
763,-3,
764,-10,
765,-8,
766,-1,
767,-10,
768,-6,
769,-5,
770,-5,
771,-8,
772,-8,
773,-2,
774,-2,
775,-3,
776,-5,
777,-9,
778,-4,
779,-5,
780,-8,
781,-9,
782,-6,
783,-6,
784,-5,
785,-2,
786,-1,
787,-4,
788,-10,
789,-6,
790,-8,
791,-6,
792,-2,
793,-7,
794,-5,
795,-8,
796,-8,
797,-6,
798,-2,
799,-7,
800,-9,
