Config Num, Utility
1361,-4,
1362,-10,
1363,-10,
1364,-6,
1365,-5,
1366,-10,
1367,-5,
1368,-10,
1369,-2,
1370,-7,
1371,-9,
1372,-7,
1373,-1,
1374,-7,
1375,-1,
1376,-4,
1377,-4,
1378,-7,
1379,-8,
1380,-10,
1381,-5,
1382,-8,
1383,-5,
1384,-6,
1385,-8,
1386,-6,
1387,-2,
1388,-8,
1389,-10,
1390,-2,
1391,-3,
1392,-7,
1393,-2,
1394,-2,
1395,-2,
1396,-7,
1397,-3,
1398,-6,
1399,-2,
1400,-6,
1401,-8,
1402,-10,
1403,-7,
1404,-8,
1405,-4,
1406,-5,
1407,-4,
1408,-3,
1409,-3,
1410,-2,
1411,-9,
1412,-6,
1413,-7,
1414,-6,
1415,-3,
1416,-9,
1417,-4,
1418,-1,
1419,-7,
1420,-7,
1421,-2,
1422,-5,
1423,-8,
1424,-7,
1425,-5,
1426,-9,
1427,-4,
1428,-10,
1429,-2,
1430,-5,
1431,-10,
1432,-2,
1433,-2,
1434,-1,
1435,-7,
1436,-1,
1437,-2,
1438,-8,
1439,-9,
1440,-2,
