Config Num, Utility
2241,-3,
2242,-3,
2243,-9,
2244,-5,
2245,-8,
2246,-9,
2247,-9,
2248,-4,
2249,-4,
2250,-9,
2251,-5,
2252,-2,
2253,-2,
2254,-2,
2255,-10,
2256,-6,
2257,-1,
2258,-2,
2259,-7,
2260,-9,
2261,-10,
2262,-6,
2263,-2,
2264,-5,
2265,-8,
2266,-3,
2267,-3,
2268,-3,
2269,-2,
2270,-6,
2271,-6,
2272,-8,
2273,-2,
2274,-1,
2275,-6,
2276,-1,
2277,-7,
2278,-1,
2279,-9,
2280,-9,
2281,-9,
2282,-5,
2283,-1,
2284,-5,
2285,-3,
2286,-1,
2287,-6,
2288,-6,
2289,-4,
2290,-7,
2291,-7,
2292,-8,
2293,-8,
2294,-7,
2295,-5,
2296,-2,
2297,-7,
2298,-9,
2299,-6,
2300,-3,
2301,-6,
2302,-8,
2303,-3,
2304,-9,
2305,-2,
2306,-4,
2307,-9,
2308,-10,
2309,-10,
2310,-8,
2311,-1,
2312,-6,
2313,-6,
2314,-6,
2315,-9,
2316,-2,
2317,-5,
2318,-4,
2319,-5,
2320,-5,
