Config Num, Utility
1471,-9,
1472,-1,
1473,-10,
1474,-6,
1475,-3,
1476,-1,
1477,-1,
1478,-8,
1479,-3,
1480,-4,
1481,-3,
1482,-8,
1483,-3,
1484,-5,
1485,-3,
1486,-1,
1487,-1,
1488,-8,
1489,-5,
1490,-2,
1491,-5,
1492,-8,
1493,-1,
1494,-2,
1495,-2,
1496,-2,
1497,-10,
1498,-7,
1499,-2,
1500,-7,
1501,-2,
1502,-4,
1503,-1,
1504,-2,
1505,-1,
1506,-1,
1507,-2,
1508,-5,
1509,-1,
1510,-7,
1511,-9,
1512,-6,
1513,-6,
1514,-1,
1515,-8,
1516,-7,
1517,-6,
1518,-5,
1519,-8,
1520,-10,
1521,-3,
1522,-9,
1523,-6,
1524,-8,
1525,-3,
1526,-5,
1527,-10,
1528,-2,
1529,-7,
1530,-5,
1531,-5,
1532,-6,
1533,-4,
1534,-5,
1535,-5,
1536,-9,
1537,-2,
1538,-8,
1539,-8,
1540,-10,
