Config Num, Utility
161,-3,
162,-1,
163,-9,
164,-10,
165,-7,
166,-9,
167,-8,
168,-3,
169,-5,
170,-8,
171,-9,
172,-3,
173,-3,
174,-7,
175,-1,
176,-1,
177,-6,
178,-8,
179,-3,
180,-2,
181,-2,
182,-7,
183,-5,
184,-9,
185,-10,
186,-9,
187,-5,
188,-6,
189,-8,
190,-9,
191,-3,
192,-3,
193,-2,
194,-7,
195,-5,
196,-4,
197,-4,
198,-1,
199,-5,
200,-8,
201,-7,
202,-8,
203,-5,
204,-7,
205,-5,
206,-10,
207,-9,
208,-5,
209,-2,
210,-1,
211,-3,
212,-7,
213,-8,
214,-8,
215,-9,
216,-1,
217,-10,
218,-3,
219,-1,
220,-6,
221,-2,
222,-1,
223,-5,
224,-9,
225,-8,
226,-5,
227,-6,
228,-1,
229,-4,
230,-3,
231,-7,
232,-9,
233,-9,
234,-3,
235,-2,
236,-8,
237,-5,
238,-5,
239,-1,
240,-8,
