Config Num, Utility
1841,-7,
1842,-1,
1843,-7,
1844,-1,
1845,-1,
1846,-7,
1847,-3,
1848,-6,
1849,-4,
1850,-2,
1851,-8,
1852,-10,
1853,-1,
1854,-4,
1855,-4,
1856,-2,
1857,-1,
1858,-9,
1859,-6,
1860,-8,
1861,-2,
1862,-2,
1863,-1,
1864,-2,
1865,-6,
1866,-8,
1867,-10,
1868,-4,
1869,-7,
1870,-5,
1871,-10,
1872,-7,
1873,-9,
1874,-2,
1875,-8,
1876,-9,
1877,-10,
1878,-5,
1879,-2,
1880,-1,
1881,-5,
1882,-4,
1883,-7,
1884,-2,
1885,-5,
1886,-2,
1887,-10,
1888,-1,
1889,-3,
1890,-6,
1891,-10,
1892,-2,
1893,-7,
1894,-4,
1895,-5,
1896,-5,
1897,-5,
1898,-8,
1899,-7,
1900,-9,
1901,-7,
1902,-7,
1903,-9,
1904,-4,
1905,-3,
1906,-9,
1907,-6,
1908,-3,
1909,-5,
1910,-7,
1911,-6,
1912,-1,
1913,-8,
1914,-3,
1915,-6,
1916,-10,
1917,-1,
1918,-9,
1919,-1,
1920,-8,
