Config Num, Utility
1751,-10,
1752,-9,
1753,-7,
1754,-1,
1755,-4,
1756,-8,
1757,-10,
1758,-10,
1759,-7,
1760,-10,
1761,-1,
1762,-8,
1763,-3,
1764,-4,
1765,-3,
1766,-8,
1767,-9,
1768,-10,
1769,-10,
1770,-4,
1771,-7,
1772,-6,
1773,-3,
1774,-6,
1775,-2,
1776,-8,
1777,-8,
1778,-7,
1779,-6,
1780,-7,
1781,-2,
1782,-5,
1783,-8,
1784,-8,
1785,-3,
1786,-10,
1787,-1,
1788,-3,
1789,-1,
1790,-2,
1791,-2,
1792,-9,
1793,-4,
1794,-9,
1795,-7,
1796,-3,
1797,-5,
1798,-1,
1799,-8,
1800,-9,
1801,-8,
1802,-10,
1803,-4,
1804,-7,
1805,-1,
1806,-5,
1807,-9,
1808,-8,
1809,-4,
1810,-10,
1811,-2,
1812,-2,
1813,-3,
1814,-4,
1815,-4,
1816,-6,
1817,-7,
1818,-5,
1819,-9,
1820,-5,
