Config Num, Utility
961,-6,
962,-6,
963,-3,
964,-1,
965,-5,
966,-9,
967,-7,
968,-3,
969,-3,
970,-9,
971,-5,
972,-9,
973,-8,
974,-9,
975,-3,
976,-3,
977,-5,
978,-7,
979,-8,
980,-6,
981,-1,
982,-8,
983,-8,
984,-4,
985,-7,
986,-4,
987,-6,
988,-5,
989,-6,
990,-2,
991,-8,
992,-8,
993,-8,
994,-1,
995,-6,
996,-7,
997,-7,
998,-5,
999,-3,
1000,-2,
1001,-10,
1002,-2,
1003,-2,
1004,-7,
1005,-5,
1006,-10,
1007,-4,
1008,-10,
1009,-9,
1010,-4,
1011,-2,
1012,-3,
1013,-8,
1014,-7,
1015,-2,
1016,-2,
1017,-3,
1018,-10,
1019,-6,
1020,-2,
