Config Num, Utility
1081,-5,
1082,-2,
1083,-4,
1084,-1,
1085,-4,
1086,-3,
1087,-1,
1088,-4,
1089,-5,
1090,-5,
1091,-5,
1092,-9,
1093,-5,
1094,-5,
1095,-2,
1096,-3,
1097,-1,
1098,-8,
1099,-9,
1100,-2,
1101,-6,
1102,-8,
1103,-1,
1104,-4,
1105,-3,
1106,-4,
1107,-6,
1108,-10,
1109,-7,
1110,-9,
1111,-1,
1112,-4,
1113,-1,
1114,-8,
1115,-5,
1116,-5,
1117,-1,
1118,-4,
1119,-5,
1120,-10,
1121,-10,
1122,-5,
1123,-2,
1124,-9,
1125,-5,
1126,-8,
1127,-1,
1128,-6,
1129,-10,
1130,-7,
1131,-2,
1132,-1,
1133,-10,
1134,-10,
1135,-3,
1136,-5,
1137,-1,
1138,-2,
1139,-6,
1140,-4,
