Config Num, Utility
1121,-7,
1122,-2,
1123,-9,
1124,-9,
1125,-1,
1126,-9,
1127,-10,
1128,-2,
1129,-1,
1130,-10,
1131,-3,
1132,-4,
1133,-3,
1134,-4,
1135,-6,
1136,-3,
1137,-1,
1138,-3,
1139,-8,
1140,-6,
1141,-5,
1142,-9,
1143,-4,
1144,-5,
1145,-7,
1146,-5,
1147,-3,
1148,-8,
1149,-9,
1150,-2,
1151,-3,
1152,-7,
1153,-5,
1154,-6,
1155,-9,
1156,-10,
1157,-7,
1158,-9,
1159,-10,
1160,-7,
1161,-4,
1162,-7,
1163,-9,
1164,-9,
1165,-5,
1166,-8,
1167,-10,
1168,-2,
1169,-9,
1170,-1,
1171,-10,
1172,-7,
1173,-7,
1174,-8,
1175,-6,
1176,-10,
1177,-3,
1178,-5,
1179,-2,
1180,-9,
1181,-2,
1182,-3,
1183,-7,
1184,-3,
1185,-5,
1186,-10,
1187,-4,
1188,-9,
1189,-7,
1190,-2,
1191,-10,
1192,-2,
1193,-8,
1194,-5,
1195,-3,
1196,-4,
1197,-2,
1198,-1,
1199,-6,
1200,-8,
