Configuration, ObservableConfiguration, Cost
161,81,62,
161,82,10000,
161,83,47,
161,84,27,
161,85,21,
161,86,10000,
161,87,63,
161,88,85,
161,89,35,
161,90,10000,
162,81,78,
162,82,13,
162,83,10000,
162,84,10000,
162,85,10000,
162,86,10000,
162,87,10000,
162,88,26,
162,89,10000,
162,90,10000,
163,81,65,
163,82,60,
163,83,10000,
163,84,10000,
163,85,10000,
163,86,10000,
163,87,83,
163,88,10000,
163,89,10000,
163,90,42,
164,81,10000,
164,82,56,
164,83,10000,
164,84,33,
164,85,10000,
164,86,10000,
164,87,10000,
164,88,10000,
164,89,81,
164,90,10000,
165,81,10000,
165,82,18,
165,83,10000,
165,84,16,
165,85,87,
165,86,10000,
165,87,68,
165,88,5,
165,89,39,
165,90,27,
166,81,10000,
166,82,10000,
166,83,10000,
166,84,38,
166,85,14,
166,86,10000,
166,87,10000,
166,88,10000,
166,89,10000,
166,90,10000,
167,81,10000,
167,82,1,
167,83,79,
167,84,72,
167,85,63,
167,86,10000,
167,87,10000,
167,88,34,
167,89,23,
167,90,69,
168,81,10000,
168,82,10000,
168,83,53,
168,84,10000,
168,85,10000,
168,86,59,
168,87,69,
168,88,48,
168,89,10000,
168,90,10000,
169,81,10000,
169,82,10000,
169,83,10000,
169,84,69,
169,85,2,
169,86,89,
169,87,59,
169,88,10000,
169,89,63,
169,90,49,
170,81,53,
170,82,26,
170,83,10000,
170,84,90,
170,85,77,
170,86,10000,
170,87,86,
170,88,10000,
170,89,10000,
170,90,10000,
171,81,47,
171,82,4,
171,83,49,
171,84,83,
171,85,10000,
171,86,10000,
171,87,10000,
171,88,8,
171,89,10000,
171,90,10000,
172,81,10000,
172,82,84,
172,83,46,
172,84,10000,
172,85,10000,
172,86,99,
172,87,36,
172,88,53,
172,89,10000,
172,90,10000,
173,81,10000,
173,82,55,
173,83,10000,
173,84,10000,
173,85,95,
173,86,10000,
173,87,10000,
173,88,10000,
173,89,10000,
173,90,35,
174,81,49,
174,82,2,
174,83,10000,
174,84,10000,
174,85,10000,
174,86,73,
174,87,10000,
174,88,56,
174,89,67,
174,90,10000,
175,81,10000,
175,82,10000,
175,83,82,
175,84,10000,
175,85,19,
175,86,10000,
175,87,10000,
175,88,10000,
175,89,52,
175,90,10000,
176,81,10000,
176,82,10000,
176,83,27,
176,84,10000,
176,85,88,
176,86,10000,
176,87,10000,
176,88,3,
176,89,10000,
176,90,10000,
177,81,10000,
177,82,10000,
177,83,53,
177,84,85,
177,85,5,
177,86,85,
177,87,10000,
177,88,10000,
177,89,23,
177,90,62,
178,81,82,
178,82,85,
178,83,10000,
178,84,10000,
178,85,71,
178,86,10000,
178,87,10000,
178,88,10000,
178,89,10000,
178,90,10000,
179,81,10000,
179,82,15,
179,83,10000,
179,84,67,
179,85,10000,
179,86,10000,
179,87,76,
179,88,10000,
179,89,10000,
179,90,10000,
180,81,98,
180,82,66,
180,83,10,
180,84,10000,
180,85,53,
180,86,10000,
180,87,40,
180,88,10000,
180,89,63,
180,90,10000,
Budget,1337,
