Configuration, ObservableConfiguration, Cost
441,221,94,
441,222,10000,
441,223,10000,
441,224,91,
441,225,88,
441,226,10000,
441,227,74,
441,228,96,
441,229,74,
441,230,20,
442,221,31,
442,222,44,
442,223,10000,
442,224,10000,
442,225,7,
442,226,10000,
442,227,66,
442,228,61,
442,229,79,
442,230,10000,
443,221,10000,
443,222,7,
443,223,4,
443,224,84,
443,225,93,
443,226,31,
443,227,22,
443,228,10000,
443,229,10000,
443,230,38,
444,221,54,
444,222,24,
444,223,10000,
444,224,10000,
444,225,48,
444,226,78,
444,227,10000,
444,228,58,
444,229,45,
444,230,10000,
445,221,39,
445,222,10000,
445,223,10000,
445,224,10000,
445,225,10000,
445,226,10000,
445,227,10000,
445,228,10000,
445,229,28,
445,230,10000,
446,221,10000,
446,222,93,
446,223,10000,
446,224,10000,
446,225,12,
446,226,73,
446,227,10000,
446,228,98,
446,229,68,
446,230,95,
447,221,10000,
447,222,38,
447,223,13,
447,224,51,
447,225,10000,
447,226,67,
447,227,10000,
447,228,10000,
447,229,22,
447,230,48,
448,221,10000,
448,222,88,
448,223,24,
448,224,10000,
448,225,10000,
448,226,10000,
448,227,10000,
448,228,56,
448,229,67,
448,230,13,
449,221,1,
449,222,10000,
449,223,57,
449,224,92,
449,225,38,
449,226,87,
449,227,10000,
449,228,10000,
449,229,10000,
449,230,43,
450,221,10000,
450,222,10000,
450,223,10000,
450,224,10000,
450,225,10000,
450,226,70,
450,227,10000,
450,228,86,
450,229,73,
450,230,45,
451,221,10000,
451,222,10000,
451,223,78,
451,224,10000,
451,225,10000,
451,226,10000,
451,227,10000,
451,228,56,
451,229,10000,
451,230,10000,
452,221,10000,
452,222,10000,
452,223,10000,
452,224,90,
452,225,10000,
452,226,32,
452,227,51,
452,228,10000,
452,229,97,
452,230,78,
453,221,10000,
453,222,10000,
453,223,34,
453,224,10000,
453,225,10000,
453,226,10000,
453,227,19,
453,228,10000,
453,229,41,
453,230,72,
454,221,10000,
454,222,71,
454,223,10000,
454,224,10000,
454,225,80,
454,226,10000,
454,227,12,
454,228,10000,
454,229,53,
454,230,10000,
455,221,10000,
455,222,34,
455,223,10000,
455,224,10000,
455,225,21,
455,226,10000,
455,227,10000,
455,228,100,
455,229,91,
455,230,10000,
456,221,10000,
456,222,28,
456,223,10000,
456,224,10000,
456,225,10000,
456,226,10000,
456,227,77,
456,228,10000,
456,229,73,
456,230,10000,
457,221,60,
457,222,10000,
457,223,8,
457,224,6,
457,225,10000,
457,226,10000,
457,227,10000,
457,228,10000,
457,229,10000,
457,230,10000,
458,221,64,
458,222,10,
458,223,53,
458,224,99,
458,225,97,
458,226,10000,
458,227,10000,
458,228,10000,
458,229,40,
458,230,10000,
459,221,10000,
459,222,73,
459,223,89,
459,224,10000,
459,225,10000,
459,226,68,
459,227,55,
459,228,23,
459,229,44,
459,230,10000,
460,221,42,
460,222,8,
460,223,33,
460,224,34,
460,225,82,
460,226,10000,
460,227,10000,
460,228,10000,
460,229,10000,
460,230,45,
Budget,575,
