Observable Num, Coverable Configurations
316,317-318-321-323-328-330-,
317,318-321-322-326-330-,
318,316-318-320-322-323-324-325-327-328-329-330-,
319,316-317-318-319-320-321-323-324-326-327-328-329-,
320,316-319-322-326-329-,
321,316-317-318-321-323-324-325-326-329-330-,
322,316-317-318-321-324-325-327-329-330-,
323,316-318-321-322-323-324-330-,
324,316-317-318-320-321-325-326-330-,
325,322-325-326-328-,
326,317-319-320-321-326-328-329-,
327,318-319-321-325-327-328-329-330-,
328,317-318-320-321-322-323-324-325-326-327-328-329-330-,
329,316-318-322-323-324-326-328-330-,
330,316-317-318-319-322-323-324-325-330-,
