Observable Num, Coverable Configurations
11,52-54-55-57-59-60-61-63-64-66-67-68-69-70-73-75-77-78-79-82-83-85-86-90-91-93-94-99-100-,
12,51-52-55-61-64-65-66-68-69-70-72-79-80-82-83-84-85-86-87-88-91-93-96-97-98-,
13,51-53-56-58-63-67-69-74-75-78-80-81-82-83-86-87-88-89-92-98-99-,
14,53-56-57-59-63-65-66-70-71-73-74-75-76-78-79-81-82-84-86-89-93-94-95-98-100-,
15,51-54-55-56-57-59-60-61-63-65-68-69-70-71-74-76-78-79-80-81-87-89-90-91-93-95-97-98-99-,
16,53-54-57-58-59-60-65-71-72-73-74-75-77-83-85-86-88-89-92-96-100-,
17,51-55-56-58-59-60-61-63-64-66-67-69-71-72-73-77-80-81-83-84-88-91-94-95-96-98-99-100-62-,
18,52-53-56-58-60-65-66-67-70-71-74-75-77-78-79-82-83-84-87-88-90-91-92-94-95-99-100-,
19,51-52-54-56-57-58-60-63-68-74-76-77-78-81-84-85-86-87-89-90-92-93-96-99-100-,
20,52-58-59-60-63-64-66-67-68-69-71-73-74-77-80-84-85-88-91-92-94-97-99-100-,
