Observable Num, Coverable Configurations
271,541-542-544-545-546-547-548-554-556-559-,
272,548-549-551-552-556-560-,
273,542-544-546-547-551-553-554-556-557-559-560-,
274,541-542-545-547-553-554-556-557-558-560-,
275,543-544-549-550-551-553-554-557-559-560-,
276,542-543-544-546-547-548-549-550-551-556-,
277,541-543-545-546-547-548-549-550-553-554-555-559-,
278,541-542-543-545-548-550-551-552-554-557-558-560-,
279,542-545-548-551-553-554-556-557-559-,
280,542-544-545-546-547-548-550-553-554-555-556-557-558-559-560-,
