Observable Num, Coverable Configurations
291,871-873-874-877-879-880-883-884-885-886-887-889-890-891-892-893-894-896-900-,
292,871-872-875-876-877-879-880-884-890-891-892-895-896-897-898-,
293,871-872-873-877-881-883-884-891-893-894-895-898-,
294,872-875-876-878-879-885-889-891-895-899-900-,
295,878-879-880-882-885-891-892-896-898-899-900-,
296,871-872-874-875-878-879-880-882-889-891-892-894-895-896-897-900-,
297,871-875-876-877-878-879-880-882-885-887-890-892-893-895-896-897-899-,
298,871-873-874-875-877-881-882-885-886-888-889-891-892-894-895-896-,
299,872-873-875-876-877-879-883-884-885-886-891-892-897-900-,
300,873-876-878-880-881-882-883-885-888-889-890-891-892-898-900-,
