Observable Num, Coverable Configurations
91,542-543-546-547-548-551-555-560-561-563-564-565-566-567-569-571-572-575-577-580-581-582-583-584-585-586-588-591-592-593-595-597-599-600-,
92,541-542-543-544-545-547-550-553-554-556-557-560-561-562-564-565-568-570-572-573-574-576-578-583-584-585-586-589-596-597-599-,
93,542-543-545-547-548-550-551-554-555-556-557-558-559-561-564-566-569-570-571-572-573-576-577-579-581-583-585-587-589-590-591-592-593-594-595-596-598-599-600-,
94,542-543-547-548-549-551-553-554-556-557-560-561-563-568-569-571-572-573-578-579-580-583-588-589-591-592-594-595-596-597-598-599-,
95,541-542-544-546-547-550-553-554-556-559-562-563-565-568-570-571-572-573-577-578-580-583-584-587-590-591-593-594-595-596-597-598-600-,
96,542-543-544-545-546-547-549-550-552-555-556-557-558-560-561-562-563-564-565-566-567-568-569-570-571-573-574-575-576-579-580-582-583-587-589-592-598-599-600-,
97,541-542-543-544-545-551-554-557-558-563-565-568-569-570-571-572-574-575-578-581-582-584-586-588-591-592-593-598-600-,
98,542-545-546-548-549-552-555-556-557-558-559-560-562-563-568-569-570-575-580-583-584-590-591-594-595-596-599-600-,
99,541-542-545-546-547-550-554-556-557-558-560-562-563-564-565-568-572-574-575-576-578-579-580-585-590-595-597-598-599-,
100,543-544-545-546-547-549-550-553-556-559-562-566-568-570-572-575-578-581-583-589-593-594-595-597-598-,
