Observable Num, Coverable Configurations
111,331-333-338-340-341-342-346-351-352-354-355-357-358-359-360-,
112,332-333-336-337-340-341-342-345-350-354-356-358-359-,
113,332-333-334-336-337-338-340-341-342-343-344-348-351-353-354-355-356-357-359-,
114,334-335-337-338-339-341-343-352-353-354-355-357-358-360-,
115,338-339-342-343-344-345-346-347-348-354-355-358-,
116,336-337-338-340-345-349-352-353-355-357-358-359-,
117,332-333-334-338-341-343-345-346-347-349-350-351-354-355-357-358-360-,
118,331-332-333-335-336-338-339-340-341-342-343-344-346-349-350-355-356-357-,
119,331-332-334-335-336-337-338-339-341-342-343-344-346-348-352-353-354-355-357-358-360-,
120,332-335-343-344-347-348-349-350-352-357-359-,
