Observable Num, Coverable Configurations
17,51-52-53-54-55-59-61-63-65-67-69-70-72-73-75-76-78-80-82-85-86-87-89-91-92-94-99-,
18,52-53-55-58-62-63-64-65-66-68-69-70-71-73-74-77-79-80-81-84-88-89-90-91-93-94-95-96-97-98-100-,
19,52-53-55-58-60-61-62-63-66-67-68-69-70-72-74-78-86-87-89-94-96-99-,
20,51-58-59-60-61-62-64-66-67-71-73-74-75-76-80-81-82-83-85-86-88-89-90-96-100-,
21,51-58-62-63-65-66-72-74-75-76-79-82-83-87-91-92-93-96-97-99-,
22,52-53-55-56-57-58-61-62-63-65-66-67-68-69-70-72-75-79-81-82-86-87-88-89-91-92-97-98-99-100-,
23,53-54-56-57-58-62-63-64-66-67-71-72-74-75-76-77-80-81-82-84-85-86-87-91-93-96-97-,
24,52-53-57-60-63-64-67-69-72-74-75-77-78-80-81-82-84-85-86-87-89-90-91-95-96-100-,
25,53-56-58-59-61-63-65-66-71-73-76-77-78-80-82-84-85-86-88-90-91-93-94-96-98-,
26,52-53-54-56-58-61-64-70-72-73-74-76-77-80-81-83-84-85-88-89-95-98-99-,
27,51-53-54-57-58-59-61-62-64-65-66-68-70-71-72-77-78-79-81-83-85-86-88-89-94-95-96-97-98-,
28,52-53-55-57-59-62-64-65-66-68-69-71-72-73-74-76-79-82-86-87-90-91-92-93-94-95-96-99-100-,
29,52-54-56-59-61-62-64-68-69-70-71-72-74-76-77-78-79-82-85-88-89-92-93-96-97-99-100-,
30,53-55-60-62-63-64-65-66-69-71-72-73-77-79-81-84-85-88-90-91-92-93-94-95-96-98-99-,
31,54-58-59-64-65-67-68-71-74-76-77-78-81-82-83-86-87-88-89-91-92-97-99-100-,
32,52-53-54-55-57-58-60-61-62-63-64-65-66-69-70-72-73-75-76-77-79-80-83-85-86-88-89-91-95-97-98-99-,
