Configuration, ObservableConfiguration, Cost
801,481,88,
801,482,10000,
801,483,74,
801,484,10000,
801,485,43,
801,486,34,
801,487,29,
801,488,55,
801,489,10000,
801,490,10000,
801,491,10000,
801,492,10000,
801,493,88,
801,494,10000,
801,495,79,
801,496,32,
801,497,10000,
801,498,60,
801,499,10000,
801,500,10000,
801,501,10000,
801,502,10000,
801,503,10000,
801,504,10000,
801,505,24,
801,506,10000,
801,507,75,
801,508,10000,
801,509,58,
801,510,10000,
802,481,2,
802,482,10000,
802,483,4,
802,484,10000,
802,485,12,
802,486,10000,
802,487,10000,
802,488,56,
802,489,46,
802,490,10000,
802,491,60,
802,492,84,
802,493,10000,
802,494,22,
802,495,46,
802,496,10000,
802,497,85,
802,498,4,
802,499,24,
802,500,56,
802,501,46,
802,502,10000,
802,503,79,
802,504,23,
802,505,10000,
802,506,10000,
802,507,55,
802,508,10000,
802,509,96,
802,510,10000,
803,481,41,
803,482,58,
803,483,31,
803,484,10000,
803,485,73,
803,486,10000,
803,487,10000,
803,488,10000,
803,489,10000,
803,490,64,
803,491,10000,
803,492,10000,
803,493,26,
803,494,10000,
803,495,33,
803,496,17,
803,497,10000,
803,498,10000,
803,499,10000,
803,500,30,
803,501,10000,
803,502,100,
803,503,10000,
803,504,64,
803,505,67,
803,506,29,
803,507,92,
803,508,10000,
803,509,10000,
803,510,95,
804,481,3,
804,482,10000,
804,483,88,
804,484,10000,
804,485,22,
804,486,1,
804,487,10000,
804,488,10000,
804,489,50,
804,490,10000,
804,491,84,
804,492,10000,
804,493,37,
804,494,79,
804,495,3,
804,496,10000,
804,497,32,
804,498,95,
804,499,72,
804,500,10000,
804,501,10000,
804,502,10000,
804,503,10000,
804,504,74,
804,505,93,
804,506,64,
804,507,10000,
804,508,78,
804,509,10000,
804,510,11,
805,481,37,
805,482,10000,
805,483,10000,
805,484,40,
805,485,49,
805,486,10000,
805,487,10000,
805,488,10000,
805,489,92,
805,490,94,
805,491,10000,
805,492,10000,
805,493,92,
805,494,10000,
805,495,10000,
805,496,66,
805,497,33,
805,498,100,
805,499,29,
805,500,10000,
805,501,10000,
805,502,2,
805,503,64,
805,504,10000,
805,505,16,
805,506,10000,
805,507,10000,
805,508,44,
805,509,21,
805,510,10000,
806,481,36,
806,482,13,
806,483,10000,
806,484,41,
806,485,86,
806,486,10000,
806,487,10000,
806,488,10000,
806,489,99,
806,490,50,
806,491,35,
806,492,10000,
806,493,49,
806,494,29,
806,495,32,
806,496,10000,
806,497,86,
806,498,10000,
806,499,10000,
806,500,32,
806,501,10000,
806,502,10000,
806,503,17,
806,504,10000,
806,505,2,
806,506,10000,
806,507,48,
806,508,59,
806,509,71,
806,510,59,
807,481,10000,
807,482,30,
807,483,10000,
807,484,7,
807,485,10000,
807,486,84,
807,487,10000,
807,488,77,
807,489,46,
807,490,10000,
807,491,10000,
807,492,54,
807,493,1,
807,494,16,
807,495,10000,
807,496,51,
807,497,10000,
807,498,65,
807,499,10000,
807,500,10000,
807,501,83,
807,502,53,
807,503,89,
807,504,10000,
807,505,10000,
807,506,94,
807,507,4,
807,508,10000,
807,509,10000,
807,510,10000,
808,481,17,
808,482,10000,
808,483,47,
808,484,53,
808,485,10000,
808,486,10000,
808,487,3,
808,488,10000,
808,489,46,
808,490,10000,
808,491,10000,
808,492,55,
808,493,87,
808,494,10000,
808,495,10,
808,496,98,
808,497,10000,
808,498,10000,
808,499,10000,
