Observable Num, Coverable Configurations
261,264-266-268-270-273-277-278-279-,
262,261-262-267-268-270-273-275-276-277-280-,
263,262-264-266-267-268-271-278-279-280-,
264,264-265-266-267-268-271-274-275-277-280-,
265,261-262-265-267-268-275-277-278-280-,
266,261-264-265-266-268-278-,
267,261-263-264-265-266-270-272-273-276-278-279-280-,
268,266-268-269-272-273-274-276-277-,
269,261-262-264-266-267-269-272-273-274-275-276-277-278-279-280-,
270,261-263-264-265-267-268-269-270-271-,
271,261-262-263-266-267-268-270-272-274-279-280-,
272,261-264-265-267-273-274-275-277-,
273,261-262-264-269-271-272-277-,
274,264-265-266-268-269-272-273-,
275,262-263-264-265-267-268-270-272-274-278-279-280-,
276,261-262-266-272-273-274-275-278-280-,
277,267-272-274-276-280-,
278,261-262-268-269-270-272-273-274-278-,
279,263-268-272-273-278-,
280,262-263-264-265-266-267-268-269-270-273-274-275-276-277-280-,
