Observable Num, Coverable Configurations
221,221-226-227-229-231-232-233-234-237-238-239-240-,
222,223-224-225-226-227-228-229-238-,
223,224-225-226-227-228-233-235-238-239-,
224,224-225-227-228-232-233-234-235-239-,
225,221-223-224-225-226-228-231-233-235-236-237-240-,
226,221-222-224-226-228-229-231-233-236-239-,
227,221-222-224-225-229-232-234-240-,
228,221-224-225-226-231-239-240-,
229,221-222-223-224-225-227-228-229-230-232-238-,
230,223-224-225-228-229-231-232-233-234-236-239-,
231,224-225-226-227-229-230-231-232-236-237-238-,
232,221-222-223-224-226-227-228-230-231-232-233-234-236-239-240-,
233,221-223-224-225-226-230-232-233-234-236-237-240-,
234,221-225-226-227-228-229-231-234-235-236-238-240-,
235,223-224-226-227-230-231-233-234-235-238-240-,
236,221-224-229-232-234-235-236-,
237,221-222-224-227-228-229-231-232-233-236-238-239-240-,
238,221-222-225-226-227-228-229-230-233-234-236-239-,
239,223-231-233-235-237-240-,
240,224-226-227-228-229-230-233-234-236-239-240-,
