Observable Num, Coverable Configurations
581,584-585-589-590-594-598-599-,
582,582-583-585-586-588-589-590-591-592-595-600-,
583,583-584-585-586-588-590-591-593-595-600-,
584,584-588-589-590-591-592-593-594-595-597-598-600-,
585,581-582-583-586-587-588-592-593-594-595-597-598-,
586,581-584-591-593-594-595-597-598-599-600-,
587,581-583-585-586-587-589-591-593-597-600-,
588,582-583-584-587-588-589-591-595-596-597-599-600-,
589,583-585-586-589-593-594-595-600-,
590,582-583-584-587-589-590-593-598-599-,
591,583-584-587-588-589-590-591-592-593-595-596-597-599-,
592,581-582-583-584-585-587-589-591-593-600-,
593,585-587-588-590-593-596-598-599-600-,
594,581-584-586-590-592-594-596-598-600-,
595,586-587-589-592-593-596-597-599-600-,
596,581-582-585-586-588-589-593-596-597-599-,
597,584-589-592-593-599-600-,
598,581-583-587-590-593-594-596-598-,
599,582-584-587-589-590-591-592-594-595-598-599-600-,
600,581-582-584-589-590-599-,
