Configuration, ObservableConfiguration, Cost
701,351,13,
701,352,10000,
701,353,10000,
701,354,4,
701,355,68,
701,356,10000,
701,357,10000,
701,358,10,
701,359,4,
701,360,10000,
701,361,10000,
701,362,10000,
701,363,10000,
701,364,10000,
701,365,70,
701,366,10000,
701,367,56,
701,368,30,
701,369,79,
701,370,35,
701,371,10000,
701,372,70,
701,373,15,
701,374,81,
701,375,10000,
702,351,28,
702,352,22,
702,353,65,
702,354,95,
702,355,10000,
702,356,10000,
702,357,65,
702,358,10000,
702,359,10000,
702,360,68,
702,361,10000,
702,362,10000,
702,363,10000,
702,364,10000,
702,365,89,
702,366,10000,
702,367,20,
702,368,10000,
702,369,10000,
702,370,10000,
702,371,10000,
702,372,6,
702,373,10000,
702,374,10000,
702,375,10000,
703,351,13,
703,352,10000,
703,353,77,
703,354,30,
703,355,10000,
703,356,10000,
703,357,10000,
703,358,65,
703,359,10000,
703,360,74,
703,361,3,
703,362,10000,
703,363,10000,
703,364,52,
703,365,10000,
703,366,10000,
703,367,10000,
703,368,50,
703,369,62,
703,370,82,
703,371,10000,
703,372,10000,
703,373,27,
703,374,40,
703,375,62,
704,351,18,
704,352,10000,
704,353,60,
704,354,3,
704,355,10000,
704,356,20,
704,357,83,
704,358,10000,
704,359,10000,
704,360,10000,
704,361,36,
704,362,10000,
704,363,11,
704,364,34,
704,365,68,
704,366,39,
704,367,73,
704,368,32,
704,369,69,
704,370,22,
704,371,10000,
704,372,10000,
704,373,40,
704,374,10000,
704,375,80,
705,351,28,
705,352,32,
705,353,10000,
705,354,28,
705,355,31,
705,356,10000,
705,357,10000,
705,358,10000,
705,359,10000,
705,360,57,
705,361,89,
705,362,51,
705,363,1,
705,364,78,
705,365,10000,
705,366,10000,
705,367,10000,
705,368,18,
705,369,10000,
705,370,8,
705,371,59,
705,372,10000,
705,373,87,
705,374,10000,
705,375,10000,
706,351,10000,
706,352,9,
706,353,20,
706,354,97,
706,355,73,
706,356,10000,
706,357,8,
706,358,10000,
706,359,10000,
706,360,23,
706,361,10000,
706,362,10000,
706,363,10000,
706,364,18,
706,365,10000,
706,366,90,
706,367,33,
706,368,10000,
706,369,10000,
706,370,13,
706,371,10000,
706,372,100,
706,373,10000,
706,374,10000,
706,375,10000,
707,351,10000,
707,352,2,
707,353,5,
707,354,10000,
707,355,10000,
707,356,35,
707,357,1,
707,358,10000,
707,359,81,
707,360,44,
707,361,10000,
707,362,74,
707,363,3,
707,364,45,
707,365,62,
707,366,15,
707,367,81,
707,368,18,
707,369,10000,
707,370,10000,
707,371,10000,
707,372,6,
707,373,10000,
707,374,10000,
707,375,10000,
708,351,80,
708,352,10000,
708,353,10000,
708,354,10000,
708,355,19,
708,356,10000,
708,357,10000,
708,358,61,
708,359,10000,
708,360,7,
708,361,10000,
708,362,26,
708,363,73,
708,364,50,
708,365,79,
708,366,10000,
708,367,10000,
708,368,56,
708,369,37,
708,370,22,
708,371,10000,
708,372,21,
708,373,93,
708,374,25,
708,375,89,
709,351,19,
709,352,10000,
709,353,7,
709,354,10000,
709,355,10000,
709,356,10000,
709,357,99,
709,358,10000,
709,359,93,
709,360,94,
709,361,10000,
709,362,10000,
709,363,20,
709,364,10000,
709,365,10000,
709,366,88,
709,367,10000,
709,368,10000,
709,369,10000,
709,370,10000,
709,371,10000,
709,372,10000,
709,373,25,
709,374,10000,
709,375,31,
710,351,62,
710,352,10000,
710,353,17,
710,354,41,
710,355,82,
710,356,10000,
710,357,10000,
710,358,46,
710,359,27,
710,360,10000,
710,361,10000,
710,362,10000,
710,363,83,
710,364,10000,
710,365,10000,
710,366,10000,
710,367,38,
710,368,77,
710,369,10000,
710,370,5,
710,371,10000,
710,372,46,
710,373,31,
710,374,10000,
710,375,91,
711,351,51,
711,352,3,
711,353,10000,
711,354,28,
711,355,61,
711,356,10000,
