Configuration, ObservableConfiguration, Cost
751,301,10000,
751,302,10000,
751,303,77,
751,304,10000,
751,305,10000,
751,306,93,
751,307,10000,
751,308,35,
751,309,76,
751,310,44,
751,311,10000,
751,312,13,
751,313,88,
751,314,10000,
751,315,97,
751,316,23,
751,317,10000,
751,318,10000,
751,319,94,
751,320,35,
752,301,25,
752,302,94,
752,303,10000,
752,304,89,
752,305,10000,
752,306,10000,
752,307,52,
752,308,10000,
752,309,29,
752,310,20,
752,311,42,
752,312,10000,
752,313,10000,
752,314,10000,
752,315,10000,
752,316,10000,
752,317,76,
752,318,10000,
752,319,10000,
752,320,99,
753,301,10000,
753,302,10000,
753,303,15,
753,304,58,
753,305,65,
753,306,10000,
753,307,10000,
753,308,43,
753,309,10000,
753,310,28,
753,311,10000,
753,312,10000,
753,313,10000,
753,314,13,
753,315,72,
753,316,10000,
753,317,74,
753,318,38,
753,319,10000,
753,320,10000,
754,301,10000,
754,302,10000,
754,303,10000,
754,304,10000,
754,305,10000,
754,306,10000,
754,307,41,
754,308,10000,
754,309,24,
754,310,10000,
754,311,99,
754,312,10000,
754,313,10000,
754,314,10000,
754,315,23,
754,316,10000,
754,317,84,
754,318,10000,
754,319,10000,
754,320,73,
755,301,22,
755,302,10000,
755,303,10000,
755,304,27,
755,305,10000,
755,306,58,
755,307,10000,
755,308,84,
755,309,10000,
755,310,10000,
755,311,21,
755,312,90,
755,313,86,
755,314,59,
755,315,61,
755,316,10000,
755,317,5,
755,318,83,
755,319,63,
755,320,10000,
756,301,10000,
756,302,10000,
756,303,10000,
756,304,8,
756,305,5,
756,306,48,
756,307,76,
756,308,10000,
756,309,10000,
756,310,39,
756,311,10000,
756,312,10000,
756,313,8,
756,314,10000,
756,315,10000,
756,316,16,
756,317,89,
756,318,10000,
756,319,10000,
756,320,67,
757,301,10000,
757,302,10000,
757,303,72,
757,304,76,
757,305,88,
757,306,48,
757,307,82,
757,308,31,
757,309,89,
757,310,94,
757,311,20,
757,312,10000,
757,313,10000,
757,314,10000,
757,315,10000,
757,316,57,
757,317,84,
757,318,10000,
757,319,10000,
757,320,10000,
758,301,10000,
758,302,53,
758,303,10000,
758,304,10000,
758,305,56,
758,306,17,
758,307,10000,
758,308,97,
758,309,10000,
758,310,10000,
758,311,13,
758,312,49,
758,313,40,
758,314,10000,
758,315,10000,
758,316,10000,
758,317,10000,
758,318,84,
758,319,88,
758,320,59,
759,301,10000,
759,302,30,
759,303,10000,
759,304,86,
759,305,2,
759,306,10000,
759,307,10000,
759,308,83,
759,309,56,
759,310,19,
759,311,10000,
759,312,59,
759,313,10000,
759,314,10000,
759,315,10000,
759,316,17,
759,317,25,
759,318,10000,
759,319,26,
759,320,10000,
760,301,99,
760,302,35,
760,303,63,
760,304,10000,
760,305,60,
760,306,10000,
760,307,92,
760,308,79,
760,309,85,
760,310,10000,
760,311,10000,
760,312,60,
760,313,10000,
760,314,78,
760,315,40,
760,316,42,
760,317,10000,
760,318,12,
760,319,10000,
760,320,79,
761,301,10000,
761,302,58,
761,303,5,
761,304,65,
761,305,46,
761,306,10000,
761,307,10000,
761,308,10000,
761,309,92,
761,310,10000,
761,311,10000,
761,312,10000,
761,313,10000,
761,314,10000,
761,315,10000,
761,316,80,
761,317,28,
761,318,49,
761,319,10000,
761,320,10000,
762,301,10000,
762,302,10000,
762,303,24,
762,304,10000,
762,305,10000,
762,306,40,
762,307,66,
762,308,32,
762,309,10000,
762,310,10000,
762,311,10000,
762,312,14,
762,313,10000,
762,314,31,
762,315,10000,
762,316,6,
762,317,83,
762,318,10000,
762,319,65,
762,320,37,
763,301,34,
763,302,10000,
763,303,10000,
763,304,10000,
763,305,10000,
763,306,71,
763,307,10000,
763,308,10000,
763,309,19,
763,310,10000,
763,311,10000,
763,312,10000,
763,313,10000,
763,314,89,
763,315,92,
763,316,92,
763,317,76,
763,318,10000,
763,319,10000,
763,320,10000,
764,301,10000,
764,302,92,
764,303,10000,
764,304,10000,
764,305,70,
764,306,43,
764,307,10000,
764,308,10000,
764,309,31,
764,310,10000,
764,311,10000,
764,312,10000,
764,313,10000,
764,314,10000,
764,315,72,
764,316,10000,
764,317,10000,
764,318,54,
764,319,2,
764,320,57,
765,301,95,
765,302,64,
765,303,47,
765,304,10000,
765,305,10000,
765,306,7,
765,307,10000,
765,308,82,
765,309,10000,
765,310,90,
765,311,86,
765,312,78,
765,313,25,
765,314,15,
765,315,10000,
765,316,86,
765,317,66,
765,318,10000,
765,319,85,
765,320,10000,
766,301,91,
766,302,27,
766,303,10000,
766,304,10000,
766,305,10000,
766,306,96,
766,307,10000,
766,308,69,
766,309,10000,
766,310,10000,
766,311,10000,
766,312,10000,
766,313,10000,
766,314,19,
766,315,5,
766,316,10000,
766,317,58,
766,318,10000,
766,319,10000,
766,320,10000,
767,301,88,
767,302,8,
767,303,26,
767,304,29,
767,305,10000,
767,306,10000,
767,307,91,
767,308,10000,
767,309,75,
767,310,10000,
767,311,58,
767,312,10000,
767,313,10000,
767,314,10000,
767,315,17,
767,316,99,
767,317,24,
767,318,10000,
767,319,56,
767,320,10000,
768,301,46,
768,302,10000,
768,303,10000,
768,304,69,
768,305,64,
768,306,14,
768,307,38,
768,308,14,
768,309,10000,
768,310,10000,
768,311,10000,
768,312,10000,
768,313,82,
768,314,58,
768,315,10000,
768,316,10000,
768,317,10000,
768,318,71,
768,319,11,
768,320,10000,
769,301,28,
769,302,10000,
769,303,67,
769,304,79,
769,305,38,
769,306,10000,
769,307,32,
769,308,15,
769,309,87,
769,310,84,
769,311,10000,
769,312,10000,
769,313,49,
769,314,90,
769,315,10000,
769,316,46,
769,317,10000,
769,318,94,
769,319,10000,
769,320,10000,
770,301,10000,
770,302,69,
770,303,37,
770,304,3,
770,305,86,
770,306,10000,
770,307,10000,
770,308,90,
770,309,22,
770,310,10000,
770,311,62,
770,312,6,
770,313,10000,
770,314,84,
770,315,10000,
770,316,10000,
770,317,10000,
770,318,31,
770,319,10000,
770,320,80,
771,301,45,
771,302,10000,
771,303,10000,
771,304,47,
771,305,10000,
771,306,10000,
771,307,59,
771,308,10000,
771,309,10000,
771,310,16,
771,311,91,
771,312,10000,
771,313,10000,
771,314,48,
771,315,10000,
771,316,4,
771,317,10000,
771,318,27,
771,319,10000,
771,320,10000,
772,301,40,
772,302,14,
772,303,43,
772,304,10000,
772,305,68,
772,306,69,
