System Num, Configuration
551,1154,
552,1120,
553,1162,
554,1188,
555,1179,
556,1172,
557,1153,
558,1182,
559,1114,
560,1117,
561,1113,
562,1173,
563,1114,
564,1122,
565,1164,
566,1152,
567,1165,
568,1169,
569,1142,
570,1103,
571,1169,
572,1133,
573,1146,
574,1191,
575,1128,
576,1128,
577,1115,
578,1104,
579,1173,
580,1135,
581,1163,
582,1188,
583,1194,
584,1188,
585,1111,
586,1113,
587,1119,
588,1195,
589,1114,
590,1182,
591,1133,
592,1137,
593,1184,
594,1190,
595,1168,
596,1177,
597,1104,
598,1111,
599,1142,
600,1132,
