System Num, Configuration
1001,2012,
1002,2086,
1003,2087,
1004,2040,
1005,2048,
1006,2065,
1007,2086,
1008,2042,
1009,2064,
1010,2082,
1011,2096,
1012,2097,
1013,2094,
1014,2085,
1015,2058,
1016,2001,
1017,2008,
1018,2093,
1019,2065,
1020,2030,
1021,2027,
1022,2095,
1023,2010,
1024,2078,
1025,2096,
1026,2026,
1027,2002,
1028,2065,
1029,2086,
1030,2057,
1031,2023,
1032,2066,
1033,2075,
1034,2033,
1035,2003,
1036,2067,
1037,2016,
1038,2045,
1039,2075,
1040,2088,
1041,2044,
1042,2089,
1043,2071,
1044,2003,
1045,2037,
1046,2030,
1047,2045,
1048,2060,
1049,2024,
1050,2071,
