System Num, Configuration
1351,2791,
1352,2715,
1353,2762,
1354,2795,
1355,2722,
1356,2779,
1357,2764,
1358,2721,
1359,2781,
1360,2787,
1361,2710,
1362,2751,
1363,2722,
1364,2733,
1365,2720,
1366,2735,
1367,2748,
1368,2745,
1369,2753,
1370,2772,
1371,2792,
1372,2749,
1373,2731,
1374,2776,
1375,2788,
1376,2797,
1377,2740,
1378,2735,
1379,2728,
1380,2781,
1381,2734,
1382,2788,
1383,2776,
1384,2752,
1385,2722,
1386,2761,
1387,2703,
1388,2734,
1389,2702,
1390,2776,
1391,2794,
1392,2771,
1393,2741,
1394,2713,
1395,2734,
1396,2763,
1397,2761,
1398,2704,
1399,2732,
1400,2786,
