System Num, Configuration
1401,2874,
1402,2831,
1403,2870,
1404,2813,
1405,2801,
1406,2864,
1407,2822,
1408,2814,
1409,2878,
1410,2821,
1411,2897,
1412,2886,
1413,2854,
1414,2814,
1415,2881,
1416,2809,
1417,2870,
1418,2851,
1419,2883,
1420,2844,
1421,2857,
1422,2880,
1423,2883,
1424,2858,
1425,2875,
1426,2862,
1427,2830,
1428,2813,
1429,2815,
1430,2865,
1431,2862,
1432,2867,
1433,2823,
1434,2806,
1435,2811,
1436,2862,
1437,2853,
1438,2810,
1439,2835,
1440,2803,
1441,2824,
1442,2868,
1443,2856,
1444,2847,
1445,2821,
1446,2832,
1447,2837,
1448,2880,
1449,2872,
1450,2897,
