System Num, Configuration
801,1689,
802,1606,
803,1627,
804,1605,
805,1633,
806,1686,
807,1612,
808,1698,
809,1612,
810,1638,
811,1601,
812,1684,
813,1661,
814,1682,
815,1648,
816,1632,
817,1636,
818,1698,
819,1624,
820,1694,
821,1612,
822,1696,
823,1682,
824,1628,
825,1641,
826,1628,
827,1683,
828,1633,
829,1619,
830,1645,
831,1620,
832,1628,
833,1654,
834,1632,
835,1699,
836,1676,
837,1667,
838,1649,
839,1683,
840,1680,
841,1659,
842,1626,
843,1635,
844,1616,
845,1679,
846,1677,
847,1676,
848,1614,
849,1641,
850,1647,
