System Num, Configuration
951,1937,
952,1908,
953,1980,
954,1993,
955,1930,
956,1912,
957,1981,
958,1949,
959,1943,
960,1971,
961,1943,
962,1915,
963,1971,
964,1985,
965,1942,
966,1940,
967,1903,
968,1966,
969,1969,
970,1976,
971,1974,
972,1980,
973,1977,
974,1921,
975,1922,
976,1973,
977,1901,
978,1943,
979,1953,
980,1960,
981,1908,
982,1942,
983,1927,
984,1940,
985,1932,
986,1955,
987,1958,
988,1904,
989,1978,
990,1992,
991,1966,
992,1933,
993,1946,
994,1926,
995,1980,
996,1942,
997,1952,
998,1927,
999,1985,
1000,1971,
