System Num, Configuration
1151,2331,
1152,2379,
1153,2350,
1154,2375,
1155,2383,
1156,2301,
1157,2395,
1158,2324,
1159,2397,
1160,2369,
1161,2382,
1162,2372,
1163,2364,
1164,2315,
1165,2362,
1166,2354,
1167,2359,
1168,2318,
1169,2302,
1170,2374,
1171,2362,
1172,2385,
1173,2397,
1174,2367,
1175,2361,
1176,2317,
1177,2321,
1178,2391,
1179,2337,
1180,2314,
1181,2310,
1182,2333,
1183,2390,
1184,2360,
1185,2349,
1186,2342,
1187,2305,
1188,2328,
1189,2391,
1190,2358,
1191,2351,
1192,2346,
1193,2397,
1194,2365,
1195,2342,
1196,2346,
1197,2329,
1198,2305,
1199,2330,
1200,2380,
