System Num, Configuration
601,1276,
602,1251,
603,1273,
604,1273,
605,1285,
606,1204,
607,1283,
608,1272,
609,1272,
610,1241,
611,1295,
612,1243,
613,1265,
614,1234,
615,1298,
616,1212,
617,1300,
618,1279,
619,1211,
620,1254,
621,1220,
622,1262,
623,1231,
624,1268,
625,1253,
626,1272,
627,1213,
628,1272,
629,1259,
630,1237,
631,1296,
632,1248,
633,1279,
634,1265,
635,1274,
636,1207,
637,1299,
638,1211,
639,1223,
640,1298,
641,1290,
642,1278,
643,1234,
644,1215,
645,1258,
646,1267,
647,1272,
648,1276,
649,1271,
650,1233,
