System Num, Configuration
1401,2869,
1402,2829,
1403,2849,
1404,2805,
1405,2849,
1406,2828,
1407,2874,
1408,2848,
1409,2815,
1410,2896,
1411,2825,
1412,2819,
1413,2895,
1414,2881,
1415,2830,
1416,2813,
1417,2813,
1418,2812,
1419,2802,
1420,2879,
1421,2862,
1422,2807,
1423,2886,
1424,2867,
1425,2810,
1426,2830,
1427,2822,
1428,2839,
1429,2878,
1430,2805,
1431,2877,
1432,2888,
1433,2880,
1434,2861,
1435,2881,
1436,2873,
1437,2871,
1438,2886,
1439,2829,
1440,2840,
1441,2855,
1442,2837,
1443,2840,
1444,2857,
1445,2878,
1446,2804,
1447,2810,
1448,2831,
1449,2885,
1450,2811,
