System Num, Configuration
851,1746,
852,1796,
853,1701,
854,1754,
855,1729,
856,1753,
857,1738,
858,1707,
859,1749,
860,1702,
861,1779,
862,1709,
863,1780,
864,1776,
865,1741,
866,1784,
867,1776,
868,1794,
869,1799,
870,1731,
871,1725,
872,1733,
873,1778,
874,1726,
875,1775,
876,1710,
877,1735,
878,1749,
879,1701,
880,1738,
881,1747,
882,1730,
883,1742,
884,1744,
885,1777,
886,1756,
887,1789,
888,1787,
889,1757,
890,1760,
891,1709,
892,1756,
893,1789,
894,1780,
895,1790,
896,1790,
897,1752,
898,1739,
899,1786,
900,1705,
