System Num, Configuration
751,1599,
752,1546,
753,1539,
754,1543,
755,1504,
756,1595,
757,1586,
758,1564,
759,1557,
760,1575,
761,1501,
762,1546,
763,1584,
764,1560,
765,1513,
766,1561,
767,1545,
768,1566,
769,1563,
770,1583,
771,1560,
772,1564,
773,1562,
774,1592,
775,1523,
776,1600,
777,1559,
778,1551,
779,1591,
780,1524,
781,1540,
782,1516,
783,1520,
784,1570,
785,1507,
786,1574,
787,1562,
788,1536,
789,1536,
790,1532,
791,1510,
792,1583,
793,1574,
794,1543,
795,1530,
796,1531,
797,1514,
798,1522,
799,1582,
800,1534,
