System Num, Configuration
601,1217,
602,1272,
603,1211,
604,1264,
605,1276,
606,1237,
607,1242,
608,1224,
609,1283,
610,1233,
611,1250,
612,1210,
613,1296,
614,1240,
615,1216,
616,1286,
617,1244,
618,1208,
619,1285,
620,1260,
621,1242,
622,1277,
623,1281,
624,1300,
625,1256,
626,1272,
627,1209,
628,1254,
629,1235,
630,1245,
631,1274,
632,1283,
633,1204,
634,1242,
635,1267,
636,1265,
637,1234,
638,1216,
639,1225,
640,1238,
641,1252,
642,1300,
643,1291,
644,1269,
645,1237,
646,1291,
647,1220,
648,1245,
649,1266,
650,1216,
